education,education-num,age,fnlwgt,hours-per-week,capital-loss,capital-gain
9,12,28,8696,51,0,0
8,10,16,7577,59,0,0
8,10,18,10770,43,0,0
11,8,5,10958,39,0,0
11,8,18,19183,29,0,0
11,8,28,190,7,0,0
1,6,0,1450,44,0,0
11,8,33,8740,44,0,0
9,12,21,3341,49,0,0
15,9,16,12512,49,0,91
11,8,29,10417,34,0,0
9,12,8,16771,49,0,90
11,8,47,4064,39,0,0
15,9,45,5830,9,0,0
11,8,15,8887,59,0,0
1,6,0,16758,19,0,0
11,8,44,1578,54,0,0
10,15,23,3355,39,0,0
11,8,4,5881,39,0,0
9,12,22,9735,49,0,108
15,9,18,5617,44,0,0
8,10,12,16232,39,0,0
7,11,10,17737,39,0,0
7,11,3,860,39,0,0
15,9,17,18772,19,0,0
12,13,34,4783,39,0,0
11,8,28,5840,14,0,0
15,9,3,16142,39,0,0
15,9,14,7971,39,0,0
11,8,12,20257,39,0,0
9,12,39,15128,29,0,0
15,9,38,9292,11,0,0
15,9,9,682,19,0,0
15,9,29,8175,44,0,108
11,8,15,11661,39,0,0
11,8,11,14123,39,0,0
5,3,10,21503,34,0,0
6,4,6,8191,39,0,0
0,5,42,14878,39,0,0
2,7,9,6864,47,0,0
0,5,19,9167,39,0,0
11,8,1,1914,14,0,0
6,4,16,8337,68,0,0
8,10,43,3181,14,0,0
11,8,23,17232,47,0,0
11,8,31,14131,42,0,0
0,5,10,6419,47,0,0
15,9,2,20406,19,0,0
9,12,21,10473,49,0,0
15,9,9,13705,42,0,0
8,10,28,18598,39,0,64
15,9,3,14053,19,0,0
11,8,15,6031,39,0,0
15,9,5,2547,12,0,0
11,8,5,94,39,0,0
11,8,21,19820,37,0,1
11,8,17,8154,49,44,0
3,1,29,18505,29,0,0
9,12,22,15957,24,0,0
11,8,62,8378,23,0,0
9,12,43,13164,7,0,0
11,8,7,18695,39,0,0
15,9,14,13756,64,0,34
9,12,20,2487,74,0,51
11,8,6,6086,39,0,0
15,9,14,16685,44,22,0
9,12,12,5056,39,0,0
9,12,5,2139,42,0,0
15,9,52,21541,19,0,0
11,8,38,14383,37,0,0
11,8,26,13881,39,0,0
5,3,6,16660,35,0,0
11,8,12,14925,34,0,0
8,10,5,15648,39,0,0
15,9,5,18986,41,0,0
11,8,8,8833,79,0,91
15,9,12,12107,44,0,0
15,9,8,6275,39,0,0
11,8,16,13413,39,0,0
9,12,16,6674,39,0,0
10,15,14,3919,27,0,0
12,13,13,14816,44,46,0
9,12,38,4774,39,0,0
2,7,19,11942,49,0,71
11,8,30,14654,39,0,0
9,12,11,2731,39,0,97
12,13,25,4504,39,0,0
7,11,34,10907,54,0,0
9,12,45,16141,39,0,0
15,9,48,13518,34,0,0
9,12,6,18304,39,0,0
11,8,43,12730,31,0,0
5,3,30,20305,59,0,0
11,8,33,9923,39,0,0
9,12,53,9791,5,0,0
9,12,15,1043,39,0,0
15,9,20,12335,39,0,0
11,8,14,19433,39,0,106
0,5,59,3647,11,0,0
9,12,37,12742,59,0,0
9,12,15,6162,39,0,0
15,9,14,18703,51,0,0
9,12,14,13381,49,0,0
14,14,48,18734,39,30,0
11,8,13,4871,59,0,0
11,8,46,13101,39,0,0
15,9,4,16191,9,0,0
12,13,23,18193,39,47,0
15,9,9,4630,39,0,0
1,6,1,6397,7,0,0
11,8,17,1247,49,0,0
15,9,49,14573,39,0,95
15,9,27,225,59,0,0
7,11,13,1672,39,0,0
9,12,19,13358,39,0,0
15,9,14,8879,49,0,0
15,9,5,17828,19,0,0
5,3,11,12817,79,0,0
11,8,6,2966,39,0,0
12,13,32,2169,49,0,108
9,12,22,20004,34,0,0
9,12,50,10757,59,0,98
15,9,2,17456,15,0,0
7,11,13,9917,49,44,0
15,9,8,14961,39,0,0
11,8,7,10998,29,0,0
11,8,29,16803,39,0,0
12,13,20,5340,44,0,0
11,8,24,2932,39,0,0
15,9,23,1479,19,0,0
11,8,27,20865,39,0,0
11,8,15,15596,39,0,0
11,8,41,11535,19,0,0
11,8,31,10057,47,0,0
9,12,17,8879,39,0,0
8,10,12,15225,39,0,0
9,12,29,5599,49,0,0
11,8,19,10584,39,0,0
9,12,42,8673,37,0,0
2,7,12,18841,39,0,0
12,13,33,60,39,0,0
11,8,8,17917,39,0,0
7,11,10,5899,34,0,0
11,8,31,712,68,0,0
10,15,34,17617,68,20,0
11,8,19,10947,44,0,97
1,6,25,12198,49,0,92
9,12,32,1820,39,0,0
15,9,16,13637,19,0,0
9,12,23,10479,59,20,0
9,12,9,7781,39,0,0
11,8,52,8872,39,0,0
11,8,42,16309,29,0,0
11,8,13,13232,39,0,0
7,11,14,9320,34,0,0
9,12,13,4871,49,0,0
9,12,10,5257,39,0,0
15,9,3,13028,15,0,0
7,11,39,11850,39,0,67
11,8,7,19444,39,0,0
9,12,30,14170,49,0,0
9,12,34,10731,34,0,0
11,8,17,20907,44,0,0
11,8,30,20305,8,0,0
15,9,30,9257,43,0,0
15,9,3,7531,39,0,0
11,8,17,13455,53,0,0
1,6,14,12056,39,0,0
8,10,25,12748,31,0,0
4,2,35,11487,39,0,0
11,8,39,20577,39,0,0
11,8,36,363,39,0,0
15,9,9,8126,49,0,0
15,9,64,20012,19,0,0
0,5,11,17945,39,0,0
15,9,40,3692,47,0,0
11,8,17,5412,39,0,0
0,5,14,19582,39,0,0
8,10,7,2136,39,0,0
11,8,3,18724,39,52,0
15,9,51,15187,39,0,31
11,8,43,14755,31,0,0
15,9,20,17888,39,0,0
5,3,8,10446,39,0,0
11,8,19,2256,39,0,0
7,11,28,2683,39,0,0
15,9,17,16338,59,0,0
9,12,14,7779,68,0,0
9,12,30,2916,59,0,0
11,8,43,20262,41,0,0
9,12,58,18580,23,0,0
15,9,26,8460,39,0,0
11,8,1,9261,39,0,0
9,12,8,2556,39,10,0
11,8,3,17308,39,0,0
11,8,15,11618,49,0,0
9,12,40,3967,19,0,0
15,9,26,19172,59,0,0
11,8,1,1095,39,0,0
9,12,24,3193,39,0,0
11,8,31,7376,39,0,0
11,8,18,1343,85,0,79
8,10,24,20006,39,0,0
11,8,6,10875,19,24,0
9,12,15,10781,44,46,0
11,8,16,16996,39,0,0
11,8,41,11722,39,0,0
15,9,5,8757,64,0,0
15,9,16,7072,49,0,0
14,14,25,9846,37,0,0
11,8,8,20054,39,0,0
11,8,22,9672,49,0,0
9,12,18,11988,44,0,0
15,9,33,11001,37,47,0
12,13,32,19333,49,0,0
9,12,8,10418,39,0,0
15,9,30,3841,39,0,0
15,9,29,2459,39,0,0
7,11,25,1811,39,0,0
1,6,20,410,59,0,0
9,12,8,18497,39,0,0
0,5,12,13345,39,0,77
15,9,9,17595,44,0,0
15,9,9,10084,39,0,0
9,12,28,7191,39,0,0
11,8,17,5119,29,0,0
7,11,16,8466,39,0,0
9,12,26,3316,39,0,0
11,8,11,12354,44,0,0
15,9,34,7695,72,0,0
15,9,4,9397,34,0,0
7,11,6,14278,34,0,0
11,8,13,8249,39,0,0
12,13,29,1809,44,0,0
11,8,21,16524,49,0,0
11,8,3,12146,39,0,0
9,12,19,20589,49,17,0
14,14,20,19974,49,0,118
12,13,27,3991,41,45,0
11,8,16,12323,39,0,0
9,12,28,12433,39,0,0
15,9,30,3693,39,0,0
11,8,37,3106,39,47,0
0,5,0,1885,29,0,0
11,8,26,5286,35,0,0
9,12,28,8086,49,0,100
15,9,20,992,39,0,0
8,10,27,11507,39,0,0
12,13,38,10214,49,0,4
11,8,24,11317,47,0,0
9,12,6,4490,39,0,25
15,9,21,9298,39,0,0
9,12,6,16498,39,0,0
11,8,18,19951,39,0,91
1,6,1,11464,19,0,0
8,10,30,420,39,0,0
15,9,8,16310,7,0,0
11,8,24,21051,49,0,0
15,9,6,15912,23,0,0
11,8,24,10412,39,0,0
15,9,9,7221,49,0,34
15,9,13,16042,39,0,0
15,9,25,12911,39,0,0
11,8,18,16012,39,0,0
9,12,11,17908,17,0,0
15,9,12,5522,39,0,0
15,9,4,13471,14,0,0
12,13,31,9451,39,0,0
11,8,27,11300,59,0,0
6,4,17,18357,39,0,0
11,8,2,17948,24,0,0
15,9,15,13904,39,0,0
7,11,14,4850,39,0,0
11,8,8,18141,39,0,34
11,8,30,2299,39,0,0
1,6,29,19425,39,0,0
2,7,1,12093,39,0,0
15,9,14,1385,19,37,0
11,8,11,17764,39,0,0
11,8,21,13417,47,0,0
11,8,16,6491,39,0,0
0,5,0,6942,14,0,0
8,10,24,8582,39,0,0
15,9,29,5399,39,0,108
15,9,21,14762,43,0,0
9,12,7,11665,59,0,0
11,8,32,8931,39,0,0
15,9,43,46,39,0,0
9,12,27,8582,59,0,0
8,10,46,17195,39,0,0
11,8,23,9286,59,0,0
15,9,28,13136,49,0,0
15,9,32,7154,49,47,0
11,8,19,9423,39,0,0
11,8,48,13218,7,0,0
9,12,24,20204,19,0,0
12,13,8,4588,39,0,0
15,9,3,18006,34,0,0
8,10,43,14876,39,0,0
1,6,0,15996,19,0,0
7,11,11,1586,15,0,0
7,11,14,7986,49,0,0
12,13,30,9350,34,0,0
15,9,28,12037,44,0,0
9,12,34,18400,39,0,0
11,8,6,6915,39,0,0
12,13,27,20640,59,47,0
11,8,17,14605,49,0,0
15,9,2,333,9,0,0
11,8,34,13114,39,0,0
11,8,29,366,39,0,0
10,15,13,18716,39,50,0
0,5,20,21544,34,0,0
14,14,39,17584,44,0,0
11,8,12,2682,44,0,0
12,13,29,7647,49,0,0
11,8,38,20801,39,0,0
9,12,28,19390,47,0,97
11,8,17,21317,39,0,0
6,4,28,7327,39,0,0
9,12,24,16279,39,0,0
15,9,5,3840,19,0,0
14,14,17,5411,49,0,0
11,8,10,12149,39,0,0
15,9,12,18229,36,0,0
2,7,2,239,29,0,0
9,12,30,1081,39,0,0
15,9,26,6677,49,0,0
8,10,35,17096,59,0,0
7,11,16,5432,59,0,0
6,4,12,16902,39,0,0
11,8,6,821,39,0,0
15,9,6,2544,39,0,0
9,12,22,14025,59,0,0
4,2,26,14584,39,0,0
11,8,14,16634,39,0,0
11,8,30,13816,39,0,0
11,8,9,15979,59,0,0
15,9,41,1773,54,0,0
14,14,30,2756,49,0,115
9,12,38,7853,37,23,0
11,8,9,6497,39,0,77
11,8,11,8655,39,0,0
11,8,19,2074,39,0,0
11,8,23,14869,49,0,0
1,6,2,17636,39,0,0
9,12,46,18180,39,0,102
9,12,25,16241,39,0,0
6,4,59,12731,12,0,0
8,10,6,18411,39,0,0
4,2,21,13105,39,0,0
12,13,16,2746,29,0,0
12,13,31,7191,39,0,0
15,9,39,5576,39,0,0
11,8,15,7087,39,0,0
15,9,27,13014,24,0,0
11,8,10,12601,39,0,0
15,9,16,6317,49,0,0
4,2,5,21066,39,0,0
15,9,1,409,19,0,0
11,8,27,9815,39,0,0
11,8,25,4569,59,0,0
15,9,17,6648,39,0,0
11,8,28,10707,39,32,0
11,8,40,17626,39,0,0
9,12,42,12303,39,0,0
15,9,16,19664,39,0,0
11,8,35,20815,48,0,0
2,7,0,5665,14,0,0
11,8,12,4118,29,0,0
9,12,46,7569,29,0,0
15,9,3,94,23,0,0
14,14,25,5888,49,50,0
11,8,33,9993,49,0,0
11,8,38,3015,29,0,0
7,11,10,12141,24,0,0
9,12,11,6630,44,0,0
8,10,38,13787,44,0,0
15,9,27,1285,39,0,0
15,9,36,7344,39,0,0
11,8,6,5520,39,0,0
11,8,8,20152,39,0,0
9,12,27,7312,39,0,0
12,13,38,524,39,50,0
15,9,31,5673,34,0,0
11,8,29,1922,39,0,0
15,9,9,18812,39,0,0
5,3,13,18121,44,0,0
12,13,15,21211,39,0,0
11,8,35,8161,47,0,0
11,8,35,3802,49,0,91
11,8,22,1856,46,0,0
9,12,40,5453,39,47,0
11,8,4,18901,39,0,3
15,9,5,5574,9,0,0
15,9,9,19140,39,0,0
15,9,9,1916,39,0,0
8,10,27,18643,39,0,0
15,9,25,10324,29,0,0
15,9,23,8980,42,0,0
1,6,5,14124,44,0,0
11,8,45,10387,44,0,0
15,9,27,4792,39,0,0
15,9,1,8846,39,0,0
3,1,16,18089,39,0,0
11,8,28,5819,49,0,0
1,6,1,2696,39,0,0
15,9,15,16407,39,0,0
10,15,16,16366,59,0,0
15,9,3,9908,14,0,0
11,8,51,21095,19,0,0
5,3,44,6209,49,0,0
10,15,31,11968,39,0,0
11,8,28,19004,39,0,0
11,8,19,24,39,0,94
11,8,15,6243,31,0,0
9,12,18,9514,39,0,0
11,8,22,17060,39,0,0
5,3,36,6163,39,0,0
15,9,13,13799,15,0,0
11,8,20,8818,39,0,0
9,12,23,12882,44,0,0
15,9,8,16272,39,0,0
11,8,24,17475,59,0,0
11,8,35,12233,92,0,0
11,8,16,9510,39,0,0
11,8,11,7161,39,0,0
11,8,8,10811,39,0,91
15,9,36,5700,54,0,0
3,1,27,17303,9,0,0
11,8,18,9465,39,0,0
15,9,21,9673,57,0,0
11,8,17,10376,39,0,0
11,8,16,17484,39,0,0
15,9,7,8968,44,0,0
11,8,48,18939,24,0,0
7,11,12,15362,59,0,0
14,14,22,5108,64,0,118
15,9,29,14138,39,0,0
5,3,20,733,59,0,38
12,13,30,2809,46,0,0
15,9,45,2492,39,0,0
11,8,37,13820,59,0,0
15,9,72,1635,34,0,0
7,11,16,13276,19,0,0
15,9,40,4669,44,32,0
7,11,8,12770,39,0,0
15,9,27,11375,49,0,0
9,12,35,15418,49,0,0
15,9,4,5476,39,0,0
11,8,14,19997,17,0,0
12,13,22,14757,39,0,0
11,8,42,15862,39,0,0
11,8,12,8583,54,0,0
5,3,32,15309,44,0,0
6,4,17,18686,39,0,0
9,12,5,5973,39,0,0
9,12,15,13577,39,0,0
11,8,22,5728,39,0,0
12,13,29,16875,59,0,0
11,8,33,2414,39,0,50
11,8,17,1304,39,0,0
12,13,11,16196,54,47,0
2,7,1,5616,23,0,0
11,8,3,14197,29,0,0
11,8,3,5278,39,0,0
8,10,38,170,37,0,0
15,9,5,14117,39,0,0
12,13,43,7294,39,0,0
0,5,23,14208,49,0,0
15,9,30,14646,29,0,0
9,12,6,11119,34,0,0
11,8,40,1258,39,0,0
1,6,35,10412,39,0,0
5,3,25,14350,39,0,0
7,11,8,19690,19,0,0
11,8,32,8404,39,74,0
15,9,24,1911,39,0,0
8,10,23,17104,29,0,0
9,12,21,605,54,0,0
11,8,41,13117,39,0,0
9,12,9,11919,34,0,0
0,5,40,20167,68,0,0
11,8,11,17259,59,27,0
11,8,25,12281,39,0,0
15,9,11,1831,54,0,25
6,4,0,6123,39,0,0
6,4,22,5907,39,0,0
11,8,11,12698,39,0,0
11,8,25,16452,47,0,68
15,9,34,14283,49,0,0
15,9,10,9151,38,0,0
11,8,24,1980,42,0,0
9,12,11,16811,39,0,0
15,9,37,17431,29,0,100
11,8,56,10565,7,0,0
11,8,32,1242,29,0,0
12,13,30,11653,39,0,0
15,9,10,4609,48,0,0
9,12,25,8510,44,0,0
11,8,15,12188,39,0,0
11,8,15,3128,40,0,0
12,13,10,6598,39,0,0
11,8,12,13405,39,0,0
8,10,5,842,29,0,0
11,8,24,9263,39,0,79
15,9,32,12176,39,0,91
11,8,41,1508,49,0,0
11,8,24,228,39,0,94
6,4,9,15043,34,0,0
11,8,4,2147,54,0,0
11,8,15,6648,1,0,0
9,12,20,18406,49,0,0
9,12,6,12968,19,0,0
15,9,25,3802,39,0,0
11,8,8,8479,25,0,0
15,9,50,12495,39,0,0
11,8,24,9960,37,0,0
12,13,32,19703,49,0,0
9,12,19,6671,44,0,15
1,6,1,15822,34,0,0
4,2,8,14308,39,0,0
14,14,26,7359,49,0,0
10,15,21,7452,35,0,118
15,9,4,13384,19,0,0
9,12,48,14800,14,0,0
8,10,49,5074,34,0,0
1,6,16,5911,59,0,0
11,8,34,7594,37,0,54
11,8,10,2143,39,37,0
2,7,0,8231,15,0,0
9,12,15,13455,44,0,108
11,8,44,8625,35,0,0
11,8,21,14767,39,0,0
15,9,26,5180,39,0,0
10,15,23,21338,39,0,0
9,12,46,17299,34,37,0
15,9,59,9680,19,0,0
7,11,25,1847,39,0,0
9,12,26,7355,39,0,0
12,13,59,623,29,0,0
14,14,24,18146,44,76,0
0,5,0,6776,19,0,0
11,8,13,630,39,0,0
9,12,13,8384,49,0,0
15,9,5,1155,24,0,0
9,12,36,14443,19,0,0
11,8,11,7736,51,0,0
8,10,8,16747,39,0,55
15,9,7,19705,39,0,0
0,5,30,11107,39,0,0
8,10,17,9876,49,0,0
15,9,9,15411,19,0,0
9,12,46,21063,55,0,0
8,10,8,3321,72,0,0
9,12,11,681,44,0,0
11,8,19,14025,39,0,0
9,12,7,15033,39,0,0
9,12,34,9072,34,0,0
9,12,27,16913,49,0,0
2,7,1,18240,11,0,0
15,9,37,20510,39,0,0
15,9,44,2519,39,0,0
9,12,34,12061,44,0,0
5,3,26,18739,39,0,0
11,8,34,8766,39,0,0
11,8,33,11265,39,0,0
11,8,10,19129,24,0,0
15,9,7,11863,29,0,0
15,9,3,8677,19,0,0
9,12,35,13019,39,0,0
5,3,40,18951,39,0,0
15,9,32,12433,59,0,0
9,12,25,13118,34,0,0
1,6,5,17144,39,0,0
15,9,21,9849,39,0,0
15,9,4,13610,19,0,0
9,12,22,3794,59,46,0
15,9,35,4055,34,0,0
7,11,8,10673,39,0,0
15,9,33,13430,39,0,0
15,9,18,2890,76,0,0
8,10,33,12970,39,0,0
11,8,41,7147,24,0,0
9,12,31,3469,44,0,0
15,9,13,1138,34,0,0
1,6,1,10679,11,0,0
11,8,12,8915,39,0,0
15,9,35,1139,44,0,0
11,8,46,7224,39,0,66
12,13,19,12351,39,0,0
15,9,7,8310,41,0,0
7,11,13,8121,39,0,0
11,8,6,14601,39,0,0
11,8,18,16353,19,0,0
9,12,4,19981,19,0,0
15,9,11,3496,42,0,0
11,8,3,18547,39,0,0
1,6,1,6358,19,0,0
15,9,4,19697,14,0,0
11,8,10,20261,39,0,0
15,9,25,10458,39,0,0
15,9,4,4322,29,0,0
15,9,34,14662,39,0,0
9,12,10,1416,39,0,0
11,8,6,11785,39,0,0
15,9,40,34,39,47,0
9,12,5,11232,11,0,0
6,4,42,1207,59,0,0
11,8,21,8614,39,0,0
11,8,3,13029,39,0,0
6,4,72,7118,39,0,0
8,10,18,4979,39,0,0
11,8,33,19529,37,0,0
10,15,28,13977,49,0,0
12,13,27,5267,49,0,0
7,11,6,15667,39,0,0
1,6,17,21374,39,0,0
9,12,6,17702,42,0,0
15,9,22,7089,39,0,0
15,9,2,1195,54,0,0
15,9,37,8975,39,0,0
12,13,23,9143,42,0,0
15,9,27,6984,49,0,0
15,9,14,15435,19,0,0
6,4,8,18642,39,0,0
9,12,16,5501,31,0,0
11,8,15,12515,59,0,0
0,5,19,20189,39,0,0
15,9,30,15416,54,0,0
12,13,63,8339,9,0,0
15,9,4,7266,7,0,0
15,9,18,18858,59,0,0
12,13,60,6505,44,0,0
11,8,13,6820,39,0,77
11,8,18,2035,39,0,0
5,3,32,17019,39,0,0
11,8,16,3880,24,37,0
15,9,36,775,44,0,0
11,8,24,18963,54,0,0
9,12,40,18856,39,0,0
15,9,4,10542,24,0,0
15,9,2,6019,39,0,0
9,12,11,2019,44,0,0
12,13,25,2549,59,52,0
15,9,12,7068,54,0,0
8,10,21,13188,24,0,0
15,9,9,17253,19,0,0
15,9,24,2360,59,87,0
15,9,23,19504,39,0,0
10,15,19,10301,39,0,0
11,8,11,7303,39,0,0
9,12,8,16543,19,0,0
11,8,25,2242,59,0,0
11,8,15,10879,39,0,0
7,11,15,7971,29,0,0
4,2,20,14860,39,0,0
11,8,22,1311,55,0,0
9,12,32,8166,39,0,0
11,8,11,15084,39,0,0
6,4,7,17003,19,0,0
11,8,2,8962,39,0,0
11,8,14,1510,39,0,0
11,8,23,17188,39,0,0
5,3,12,16433,29,0,0
11,8,42,12116,47,0,0
7,11,35,7417,39,0,0
9,12,10,9970,39,0,0
9,12,28,927,44,0,0
9,12,41,6815,39,0,0
9,12,36,17359,39,0,0
11,8,6,9894,24,0,0
1,6,18,14059,39,0,0
11,8,32,19179,39,0,0
7,11,32,13123,39,0,0
2,7,8,20497,39,0,0
12,13,30,9337,49,0,0
7,11,11,15085,39,0,0
15,9,3,11748,29,0,0
4,2,57,13204,55,0,0
11,8,2,9413,23,0,0
11,8,11,13813,39,0,38
15,9,14,13011,39,0,0
15,9,44,14856,39,0,0
8,10,13,6991,52,0,0
15,9,3,20966,39,0,0
5,3,18,3272,39,0,0
9,12,6,14678,39,0,0
9,12,8,9323,29,0,0
11,8,2,21486,29,0,0
12,13,13,8229,44,0,0
11,8,9,4572,34,0,0
11,8,17,12120,44,0,0
9,12,32,5102,39,0,0
15,9,18,1090,39,54,0
11,8,21,13196,39,0,0
11,8,19,14928,19,0,0
11,8,16,8818,47,0,0
15,9,37,6912,39,0,0
11,8,2,9413,39,0,0
0,5,1,13348,39,0,0
11,8,43,14652,39,0,0
11,8,11,8583,39,0,0
11,8,26,11642,39,0,0
4,2,32,7400,39,0,0
9,12,8,5613,68,0,0
0,5,0,19053,19,0,0
9,12,24,14281,59,0,0
15,9,13,21642,34,0,0
12,13,72,14907,59,0,111
11,8,8,13344,39,0,0
8,10,10,892,34,0,0
11,8,12,7642,39,0,0
15,9,38,8290,39,0,0
9,12,14,7164,39,0,0
8,10,26,3102,93,0,0
12,13,46,19965,39,0,0
5,3,29,8800,39,0,0
11,8,42,10464,39,0,0
9,12,25,16391,49,0,0
9,12,9,1917,19,0,0
15,9,9,13255,44,0,0
15,9,3,1127,29,0,0
11,8,2,18492,39,0,0
6,4,44,9806,39,0,0
11,8,6,7171,39,0,0
11,8,7,5564,39,0,0
9,12,18,17317,39,0,92
11,8,25,13435,11,0,0
2,7,14,7535,20,0,0
11,8,14,3989,54,0,0
9,12,46,14137,24,0,0
8,10,12,11536,63,23,0
9,12,26,1657,39,0,0
9,12,5,18388,9,0,0
1,6,0,16889,24,0,0
9,12,6,16582,39,66,0
6,4,18,19952,44,0,0
11,8,15,1679,27,0,0
9,12,33,6146,59,0,108
11,8,8,15271,39,0,0
12,13,9,12459,39,0,0
9,12,15,19435,39,0,0
8,10,12,3172,49,0,0
15,9,40,10934,39,0,0
12,13,72,1603,49,0,0
8,10,18,10014,39,0,0
15,9,14,15365,59,0,0
11,8,43,14871,32,0,0
8,10,4,7484,39,22,0
12,13,54,19311,39,0,0
8,10,5,7058,29,0,0
11,8,33,5391,39,0,0
15,9,20,9704,44,0,0
11,8,6,2505,39,0,0
11,8,57,13733,29,0,0
15,9,50,12489,68,43,0
15,9,42,1207,42,0,0
11,8,11,10926,39,37,0
11,8,28,190,39,0,0
15,9,46,17157,19,0,0
9,12,22,16197,62,0,0
15,9,16,21630,39,0,0
9,12,15,7986,39,0,0
9,12,17,10617,44,50,0
11,8,22,15144,39,0,0
12,13,12,3526,35,0,0
11,8,5,15331,39,0,0
9,12,36,17659,42,0,104
8,10,29,19090,41,0,0
15,9,34,7274,39,0,0
14,14,27,2942,93,0,32
11,8,39,2856,39,0,0
9,12,10,16713,39,0,0
6,4,35,18557,29,0,0
9,12,22,18742,39,0,0
15,9,28,3179,39,0,94
15,9,20,2032,44,0,0
11,8,16,4984,39,0,0
11,8,18,21225,3,0,0
4,2,29,16961,44,0,0
2,7,18,1429,49,0,0
11,8,16,14011,49,0,0
9,12,31,5178,39,0,0
11,8,15,12102,49,0,0
0,5,1,74,39,0,0
15,9,3,3260,31,0,0
11,8,18,4002,59,0,0
11,8,2,15503,24,0,0
11,8,4,13355,39,0,0
1,6,39,306,39,0,0
9,12,11,8014,15,0,0
11,8,28,17325,39,0,0
8,10,15,6189,44,0,0
9,12,27,9996,11,0,0
11,8,38,11591,39,0,0
15,9,17,13628,39,0,0
12,13,16,10193,39,0,0
9,12,19,8105,54,0,0
11,8,8,11782,39,0,0
9,12,11,20222,39,0,0
9,12,22,4108,54,0,91
0,5,36,9351,39,0,0
11,8,30,10960,44,0,53
8,10,32,440,59,0,0
11,8,5,7413,39,0,0
15,9,14,3357,39,0,0
15,9,27,1484,76,0,0
11,8,2,14325,39,0,0
11,8,20,15738,39,0,0
11,8,43,16255,34,0,0
15,9,6,18859,24,0,0
14,14,27,19181,64,0,118
11,8,37,10761,34,0,0
11,8,6,13307,37,0,0
15,9,4,13111,9,0,0
15,9,2,8217,24,0,0
9,12,34,16365,19,0,0
9,12,24,7856,49,0,94
15,9,44,3051,17,0,108
0,5,2,445,39,0,0
9,12,5,6414,39,0,0
11,8,5,2055,39,0,0
5,3,32,14908,31,0,0
0,5,18,6559,49,0,0
15,9,21,4206,39,0,0
11,8,12,4309,39,0,0
8,10,39,7147,44,0,0
15,9,24,19298,76,0,0
12,13,45,12794,44,0,0
11,8,10,13537,39,0,0
11,8,38,12079,39,0,0
11,8,8,17196,41,0,69
9,12,16,1859,72,0,108
11,8,9,17851,39,0,0
11,8,26,16926,44,0,0
12,13,36,17373,39,0,0
9,12,26,6427,39,0,0
11,8,39,9956,34,0,0
9,12,8,17394,49,0,0
12,13,43,2102,39,0,0
15,9,11,3603,39,0,0
11,8,4,14525,39,0,0
9,12,23,12505,39,0,48
11,8,12,21543,39,0,0
15,9,3,13311,24,0,0
11,8,8,6971,76,0,0
1,6,1,12929,9,0,0
7,11,15,15056,34,0,0
3,1,10,4992,34,0,0
11,8,31,3480,15,0,0
15,9,3,17150,24,0,0
11,8,38,15161,39,0,0
9,12,16,12529,49,0,0
15,9,4,7041,11,0,0
11,8,26,10889,29,0,0
15,9,18,9021,39,0,0
9,12,22,6956,34,0,0
11,8,2,14888,39,0,0
11,8,8,14543,39,0,0
15,9,27,12043,69,0,0
7,11,10,335,39,0,0
11,8,22,9864,39,0,0
0,5,52,4537,39,0,0
9,12,17,4753,39,0,0
15,9,3,12904,34,0,0
4,2,20,6351,39,0,0
9,12,26,3719,38,0,0
11,8,45,15377,47,0,0
12,13,17,21512,39,0,0
15,9,14,19686,47,0,0
10,15,25,5366,59,0,97
11,8,9,8912,29,0,0
15,9,22,19399,72,0,0
9,12,8,1477,39,0,0
15,9,37,11263,29,0,0
12,13,27,9143,59,0,0
12,13,17,700,37,0,94
15,9,4,16869,39,0,0
4,2,33,6216,54,0,0
11,8,16,8383,39,0,0
7,11,23,9415,39,0,0
12,13,27,18128,39,0,0
7,11,16,19476,55,0,0
15,9,4,1008,39,0,0
9,12,18,17065,59,0,0
15,9,26,4828,39,0,91
0,5,40,12633,29,0,0
12,13,34,676,44,0,0
11,8,12,6515,39,0,0
11,8,34,17378,39,0,0
11,8,18,4877,39,0,0
1,6,1,21588,19,0,0
0,5,41,6140,49,0,0
15,9,40,16522,39,0,0
11,8,2,1879,19,0,0
15,9,20,12869,39,0,0
11,8,21,5048,43,0,0
15,9,28,15106,39,0,0
15,9,10,17984,39,0,0
5,3,47,17779,39,0,0
15,9,21,6624,69,0,0
11,8,13,9661,29,0,0
9,12,29,11795,39,0,0
0,5,1,17474,29,0,0
11,8,43,20458,39,0,0
11,8,13,18357,43,0,0
15,9,30,8873,39,0,94
9,12,22,4829,39,0,0
15,9,25,16908,44,0,91
15,9,10,2044,39,0,0
15,9,27,15135,39,0,0
9,12,16,8927,39,0,0
9,12,37,13243,49,0,0
15,9,41,1748,34,0,0
9,12,28,737,29,0,0
15,9,42,5249,49,0,0
7,11,12,17928,49,0,0
11,8,10,16438,39,0,0
12,13,27,4909,19,0,0
11,8,27,9367,39,0,0
15,9,16,9683,68,0,0
11,8,10,19097,39,0,0
9,12,16,5837,54,0,0
8,10,38,2853,39,0,0
8,10,15,9749,59,0,0
8,10,14,750,44,0,0
14,14,40,8435,59,0,118
9,12,13,7689,44,0,0
11,8,61,19998,0,0,0
9,12,11,18516,47,0,0
15,9,13,16527,39,69,0
12,13,12,9280,39,0,0
